"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"19 Troms - Romsa","Transfers of title","2003K2",54
"19 Troms - Romsa","Transfers of title","2003K3",68
"19 Troms - Romsa","Transfers of title","2003K4",60
"19 Troms - Romsa","Transfers of title","2004K1",28
"19 Troms - Romsa","Transfers of title","2004K2",77
"19 Troms - Romsa","Transfers of title","2004K3",85
"19 Troms - Romsa","Transfers of title","2004K4",69
"19 Troms - Romsa","Transfers of title","2005K1",41
"19 Troms - Romsa","Transfers of title","2005K2",64
"19 Troms - Romsa","Transfers of title","2005K3",93
"19 Troms - Romsa","Transfers of title","2005K4",90
"19 Troms - Romsa","Transfers of title","2006K1",47
"19 Troms - Romsa","Transfers of title","2006K2",66
"19 Troms - Romsa","Transfers of title","2006K3",100
"19 Troms - Romsa","Transfers of title","2006K4",70
"19 Troms - Romsa","Transfers of title","2007K1",40
"19 Troms - Romsa","Transfers of title","2007K2",53
"19 Troms - Romsa","Transfers of title","2007K3",129
"19 Troms - Romsa","Transfers of title","2007K4",131
"19 Troms - Romsa","Transfers of title","2008K1",80
"19 Troms - Romsa","Transfers of title","2008K2",81
"19 Troms - Romsa","Transfers of title","2008K3",95
"19 Troms - Romsa","Transfers of title","2008K4",75
"19 Troms - Romsa","Transfers of title","2009K1",50
"19 Troms - Romsa","Transfers of title","2009K2",57
"19 Troms - Romsa","Transfers of title","2009K3",85
"19 Troms - Romsa","Transfers of title","2009K4",86
"19 Troms - Romsa","Transfers of title","2010K1",42
"19 Troms - Romsa","Transfers of title","2010K2",57
"19 Troms - Romsa","Transfers of title","2010K3",87
"19 Troms - Romsa","Transfers of title","2010K4",89
"19 Troms - Romsa","Transfers of title","2011K1",54
"19 Troms - Romsa","Transfers of title","2011K2",46
"19 Troms - Romsa","Transfers of title","2011K3",92
"19 Troms - Romsa","Transfers of title","2011K4",94
"19 Troms - Romsa","Transfers of title","2012K1",47
"19 Troms - Romsa","Transfers of title","2012K2",63
"19 Troms - Romsa","Transfers of title","2012K3",99
"19 Troms - Romsa","Transfers of title","2012K4",78
"19 Troms - Romsa","Transfers of title","2013K1",46
"19 Troms - Romsa","Transfers of title","2013K2",67
"19 Troms - Romsa","Transfers of title","2013K3",117
"19 Troms - Romsa","Transfers of title","2013K4",62
"19 Troms - Romsa","Transfers of title","2014K1",48
"19 Troms - Romsa","Transfers of title","2014K2",61
"19 Troms - Romsa","Transfers of title","2014K3",96
"19 Troms - Romsa","Transfers of title","2014K4",70
"19 Troms - Romsa","Transfers of title","2015K1",46
"19 Troms - Romsa","Transfers of title","2015K2",83
"19 Troms - Romsa","Transfers of title","2015K3",107
"19 Troms - Romsa","Transfers of title","2015K4",80
"19 Troms - Romsa","Transfers of title","2016K1",47
"19 Troms - Romsa","Transfers of title","2016K2",90
"19 Troms - Romsa","Transfers of title","2016K3",103
"19 Troms - Romsa","Transfers of title","2016K4",86
"19 Troms - Romsa","Transfers of title","2017K1",59
"19 Troms - Romsa","Transfers of title","2017K2",68
"19 Troms - Romsa","Transfers of title","2017K3",100
"19 Troms - Romsa","Transfers of title","2017K4",98
"19 Troms - Romsa","Transfers of title","2018K1",43
"19 Troms - Romsa","Transfers of title","2018K2",66
"19 Troms - Romsa","Transfers of title","2018K3",97
"19 Troms - Romsa","Transfers of title","2018K4",79
"19 Troms - Romsa","Transfers of title","2019K1",41
"19 Troms - Romsa","Transfers of title","2019K2",58
"19 Troms - Romsa","Transfers of title","2019K3",99
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2000K1",6
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2000K2",5
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2000K3",19
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2000K4",13
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2001K1",7
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2001K2",7
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2001K3",20
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2001K4",11
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2002K1",4
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2002K2",12
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2002K3",18
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2002K4",12
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2003K1",4
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2003K2",12
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2003K3",16
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2003K4",18
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2004K1",6
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2004K2",24
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2004K3",22
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2004K4",16
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2005K1",10
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2005K2",26
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2005K3",35
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2005K4",42
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2006K1",17
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2006K2",25
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2006K3",44
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2006K4",38
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2007K1",24
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2007K2",31
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2007K3",93
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2007K4",77
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2008K1",50
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2008K2",59
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2008K3",57
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2008K4",42
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2009K1",37
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2009K2",35
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2009K3",54
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2009K4",65
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2010K1",28
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2010K2",41
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2010K3",53
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2010K4",50
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2011K1",28
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2011K2",32
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2011K3",52
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2011K4",56
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2012K1",33
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2012K2",44
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2012K3",65
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2012K4",64
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2013K1",29
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2013K2",57
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2013K3",89
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2013K4",38
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2014K1",45
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2014K2",46
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2014K3",76
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2014K4",55
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2015K1",42
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2015K2",65
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2015K3",83
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2015K4",68
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2016K1",45
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2016K2",87
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2016K3",91
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2016K4",91
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2017K1",64
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2017K2",77
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2017K3",112
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2017K4",91
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2018K1",51
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2018K2",75
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2018K3",106
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2018K4",83
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2019K1",37
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2019K2",56
"19 Troms - Romsa","Total purchase price, transfer of title (NOK million)","2019K3",123
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2000K1",163
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2000K2",127
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2000K3",237
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2000K4",178
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2001K1",213
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2001K2",157
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2001K3",215
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2001K4",193
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2002K1",170
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2002K2",262
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2002K3",209
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2002K4",226
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2003K1",123
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2003K2",223
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2003K3",233
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2003K4",298
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2004K1",213
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2004K2",318
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2004K3",264
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2004K4",238
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2005K1",256
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2005K2",401
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2005K3",380
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2005K4",464
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2006K1",354
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2006K2",372
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2006K3",438
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2006K4",548
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2007K1",596
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2007K2",593
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2007K3",723
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2007K4",585
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2008K1",622
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2008K2",722
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2008K3",600
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2008K4",559
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2009K1",748
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2009K2",609
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2009K3",633
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2009K4",751
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2010K1",656
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2010K2",719
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2010K3",608
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2010K4",559
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2011K1",527
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2011K2",697
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2011K3",570
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2011K4",601
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2012K1",694
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2012K2",694
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2012K3",659
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2012K4",825
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2013K1",640
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2013K2",845
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2013K3",757
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2013K4",606
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2014K1",946
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2014K2",758
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2014K3",794
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2014K4",781
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2015K1",914
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2015K2",780
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2015K3",779
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2015K4",850
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2016K1",966
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2016K2",966
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2016K3",881
"19 Troms - Romsa","Purchase price per transfer of title (NOK 1 000)","2016K4",1054
